unix,flow
1561084953,0
1561085254,0
1561085555,0
1561085856,0
1561086158,0
1561086459,0
1561086760,0
1561087061,0
1561087362,0
1561087663,0
1561087964,0
1561088265,0
1561088566,0
1561088867,0
1561089168,0
1561089469,0
1561089770,0
1561090071,0
1561090372,0
1561090673,0
1561090974,0
1561091275,0
1561091576,0
1561091878,0
1561092179,0
1561092480,0
1561092781,0
1561093082,0
1561093383,0
1561093684,0
1561093985,0
1561094286,0
1561094587,0
1561094888,0
1561095189,0
1561095490,0
1561095791,0
1561096092,0
1561096393,0
1561096694,0
1561096784,640
1561096995,0
1561097126,352
1561097297,0
1561097518,0
1561097652,0
1561097745,389
1561097899,0
1561098053,0
1561098200,0
1561098354,0
1561098501,0
1561098566,95
1561098631,142
1561098695,461
1561098947,142.5
1561099103,0
1561099301,0
1561099549,0
1561099705,0
1561099903,0
1561100151,0
1561100235,955
1561100452,0
1561100552,0
1561100830,0
1561101054,0
1561101154,0
1561101432,0
1561101656,0
1561101756,0
1561102034,0
1561102258,0
1561102358,0
1561102555,308.5
1561102625,2318
1561102888,0
1561103017,0
1561103238,0
1561103490,0
1561103619,0
1561103792,274.5
1561103920,0
1561104141,0
1561104305,809.5
1561104490,0
1561104743,0
1561104926,0
1561105052,194.5
1561105343,0
1561105644,0
1561105945,0
1561106246,0
1561106547,961.5
1561106848,0
1561107034,849
1561107179,0
1561107347,305
1561107408,270
1561107609,0
1561107751,0
1561108021,369
1561108082,207
1561108322,0
1561108511,0
1561108654,0
1561108924,0
1561109113,0
1561109256,0
1561109525,0
1561109714,0
1561109859,0
1561110128,0
1561110315,0
1561110461,0
1561110730,0
1561110916,0
1561111052,261
1561111332,0
1561111633,0
1561111934,0
1561112235,0
1561112536,0
1561112734,196
1561112799,491
1561112860,732
1561112921,732
1561112982,732
1561113043,732
1561113104,732
1561113165,240
1561113403,0
1561113626,0
1561113740,0
1561114005,0
1561114228,0
1561114342,0
1561114607,0
1561114830,0
1561114944,300
1561115005,732
1561115066,732
1561115127,732
1561115188,732
1561115249,732
1561115310,372
1561115510,0
1561115733,0
1561115848,0
1561116112,0
1561116335,0
1561116450,0
1561116714,0
1561116938,0
1561117052,0
1561117317,750
1561117540,0
1561117670,0
1561117919,0
1561118142,0
1561118235,363.5
1561118555,0
1561118856,0
1561119157,120
1561119218,732
1561119279,1041
1561119339,722
1561119400,1560
1561119460,1571
1561119521,576
1561119647,146.5
1561119711,282
1561119807,246
1561119941,496
1561120242,40
1561120371,1595
1561120550,0
1561120717,0
1561120851,0
1561121019,0
1561121152,0
1561121320,134.5
1561121598,0
1561121755,0
1561121894,186.5
1561122200,0
1561122525,0
1561122827,0
1561123115,0
1561123429,0
1561123721,0
1561124022,0
1561124333,0
1561124635,0
1561124936,0
1561125056,118
1561125238,0
1561125529,0
1561125831,0
1561126133,0
1561126435,0
1561126737,0
1561127040,0
1561127342,0
1561127644,0
1561127945,0
1561128246,0
1561128547,0
1561128848,0
1561128991,223
1561129290,0
1561129591,0
1561129892,0
1561130066,712.5
1561130353,0
1561130654,0
1561130955,0
1561131257,0
1561131558,0
1561131859,0
1561132160,0
1561132461,0
1561132762,0
1561133063,0
1561133364,0
1561133649,125.5
1561133710,241
1561133966,217
1561134027,9
1561134115,877.5
1561134267,0
1561134562,0
1561134863,0
1561135164,0
1561135465,0
1561135766,0
1561136067,0
1561136368,0
1561136669,0
1561136970,0
1561137271,0
1561137572,0
1561137873,0
1561138175,0
1561138476,0
1561138777,0
1561139088,790
1561139345,173
1561139428,4
1561139729,0
1561139879,722
1561139940,732
1561140001,732
1561140062,732
1561140123,732
1561140184,684
1561140331,0
1561140594,0
1561140895,0
1561141196,0
1561141497,0
1561141798,0
1561142099,0
1561142400,0
1561142701,0
1561143002,0
1561143303,0
1561143604,0
1561143905,0
1561144206,0
1561144492,1630.5
1561144808,0
1561144976,148
1561145153,0
1561145299,0
1561145383,3082
1561145600,0
1561145737,0
1561145902,0
1561146038,0
1561146203,0
1561146339,0
1561146504,0
1561146640,0
1561146805,0
1561146941,0
1561147106,0
1561147242,0
1561147407,0
1561147543,0
1561147708,0
1561147844,1067
1561147905,1362
1561147966,4255
1561148026,2204
1561148087,4237.5
1561148147,3912
1561148446,0
1561148747,0
1561149048,0
1561149349,0
1561149650,0
1561149772,436
1561149842,2
1561149987,0
1561150143,0
1561150267,35
1561150554,0
1561150659,161
1561150746,2
1561150890,0
1561150953,117
1561151156,0
1561151262,2
1561151492,0
1561151758,0
1561151865,0
1561152094,0
1561152360,0
1561152467,0
1561152696,0
1561152961,0
1561153069,0
1561153297,0
1561153563,0
1561153671,0
1561153899,0
1561154165,0
1561154273,0
1561154501,0
1561154767,0
1561154875,0
1561155104,0
1561155368,0
1561155477,0
1561155706,0
1561155971,0
1561156079,0
1561156308,0
1561156573,0
1561156681,0
1561156910,0
1561157175,0
1561157284,0
1561157512,0
1561157776,0
1561157886,0
1561158114,0
1561158377,0
1561158488,0
1561158716,0
1561158979,0
1561159090,0
1561159318,0
1561159580,0
1561159692,0
1561159920,0
1561160182,0
1561160294,0
1561160523,0
1561160784,0
1561160896,0
1561161125,0
1561161385,0
1561161498,0
1561161727,0
1561161988,0
1561162100,0
1561162328,0
1561162590,0
1561162703,0
1561162930,0
1561163192,0
1561163305,0
1561163532,0
1561163794,0
1561163907,0
1561164134,0
1561164396,0
1561164509,0
1561164736,0
1561164998,0
1561165111,0
1561165338,0
1561165600,0
1561165713,0
1561165941,0
1561166202,0
1561166315,0
1561166543,0
1561166805,0
1561166917,0
1561167145,0
1561167407,0
1561167519,0
1561167747,0
1561168009,0
1561168122,0
1561168349,0
1561168611,0
1561168724,0
1561168951,0
1561169213,0
1561169325,0
1561169553,0
1561169815,0
1561169927,0
1561170156,0
1561170417,0
1561170529,0
1561170758,0
1561171019,0
1561171131,0
1561171360,0
1561171621,0
1561171733,0
1561171962,0
1561172058,2
1561172263,0
1561172324,746.5
1561172386,6
1561172564,660
1561172625,732
1561172686,732
1561172747,732
1561172808,732
1561172869,732
1561172961,12
1561173166,0
1561173289,0
1561173467,0
1561173589,0
1561173768,0
1561173890,0
1561174069,0
1561174191,0
1561174370,0
1561174492,0
1561174672,0
1561174793,0
1561174973,0
1561175094,0
1561175274,0
1561175395,0
1561175575,0
1561175695,0
1561175876,0
1561175996,0
1561176177,0
1561176297,0
1561176478,0
1561176598,0
1561176779,0
1561176900,0
1561177080,0
1561177201,0
1561177381,0
1561177502,0
1561177682,0
1561177803,0
1561177983,0
1561178104,0
1561178284,0
1561178404,0
1561178585,0
1561178704,0
1561178886,0
1561179005,0
1561179187,0
1561179306,0
1561179488,0
1561179607,0
1561179789,0
1561179908,0
1561180091,0
1561180209,0
1561180392,0
1561180510,0
1561180693,0
1561180811,0
1561180994,0
1561181112,0
1561181295,0
1561181413,0
1561181596,0
1561181714,0
1561181897,0
1561182016,0
1561182198,0
1561182317,0
1561182499,0
1561182618,0
1561182800,0
1561182919,0
1561183101,0
1561183220,0
1561183402,0
1561183521,0
1561183703,0
1561183822,0
1561184004,0
1561184123,0
1561184305,0
1561184424,0
1561184606,0
1561184725,0
1561184907,0
1561185026,165
1561185304,0
1561185392,781
1561185506,553
1561185605,1195
1561185666,353
1561185746,6
1561185958,64
1561186112,0
1561186289,0
1561186453,2
1561186550,732
1561186611,732
1561186672,732
1561186733,732
1561186794,732
1561186855,672
1561187055,0
1561187192,0
1561187356,0
1561187493,0
1561187657,0
1561187794,0
1561187958,0
1561188095,0
1561188259,0
1561188396,0
1561188560,0
1561188697,0
1561188861,0
1561188998,0
1561189161,0
1561189299,0
1561189462,0
1561189600,0
1561189763,0
1561189901,0
1561190064,0
1561190202,0
1561190365,0
1561190503,0
1561190666,0
1561190805,0
1561190967,0
1561191106,0
1561191268,0
1561191407,0
1561191569,0
1561191708,0
1561191870,0
1561192009,0
1561192172,0
1561192310,0
1561192473,0
1561192611,0
1561192774,0
1561192912,0
1561193075,0
1561193213,0
1561193376,0
1561193514,0
1561193677,0
1561193815,0
1561193978,0
1561194116,0
1561194279,0
1561194417,0
1561194580,0
1561194718,0
1561194881,0
1561195019,0
1561195182,0
1561195320,0
1561195483,0
1561195621,0
1561195784,0
1561195922,0
1561196085,0
1561196223,0
1561196386,0
1561196525,0
1561196687,0
1561196826,0
1561196988,0
1561197127,0
1561197289,0
1561197404,326
1561197591,0
1561197744,0
1561197892,0
1561198045,0
1561198193,0
1561198346,0
1561198494,0
1561198604,732
1561198665,732
1561198726,732
1561198787,732
1561198848,732
1561198909,672
1561199096,0
1561199249,0
1561199397,0
1561199550,0
1561199698,0
1561199851,0
1561199999,0
1561200152,0
1561200300,0
1561200454,0
1561200601,0
1561200755,0
1561200902,0
1561201056,0
1561201203,0
1561201357,0
1561201504,0
1561201658,0
1561201805,0
1561201959,0
1561202107,0
1561202260,0
1561202408,0
1561202561,0
1561202709,0
1561202862,0
1561203010,0
1561203163,0
1561203311,0
1561203464,0
1561203612,0
1561203765,0
1561203913,0
1561204066,0
1561204214,0
1561204367,0
1561204515,0
1561204668,0
1561204816,0
1561204969,0
1561205117,0
1561205270,0
1561205390,162
1561205677,0
1561205978,0
1561206279,0
1561206580,0
1561206881,0
1561207182,0
1561207483,0
1561207639,2556
1561207782,69
1561207847,88
1561207925,954
1561207999,2
1561208128,0
1561208292,1340
1561208429,0
1561208574,1246
1561208699,1009
1561208760,732
1561208821,732
1561208882,732
1561208943,732
1561209004,732
1561209065,168
1561209164,857
1561209225,732
1561209286,732
1561209347,732
1561209408,732
1561209469,732
1561209530,288
1561209633,0
1561209825,0
1561209934,0
1561210126,0
1561210235,0
1561210427,0
1561210537,0
1561210728,0
1561210838,0
1561211029,0
1561211277,1142
1561211431,0
1561211605,691
1561211920,0
1561212221,0
1561212522,0
1561212823,0
1561213124,0
1561213425,0
1561213727,0
1561214027,0
1561214327,0
1561214628,0
1561214929,0
1561215230,0
1561215531,0
1561215831,0
1561216132,0
1561216433,0
1561216595,309
1561216753,0
1561216908,0
1561217054,0
1561217209,0
1561217341,153
1561217647,0
1561217948,0
1561218249,217
1561218310,614
1561218402,1178
1561218462,1442
1561218522,1440
1561218582,1440
1561218642,1440
1561218702,1440
1561218762,1549.5
1561218823,83
1561219086,0
1561219224,0
1561219430,0
1561219688,0
1561219769,214
1561219843,202.5
1561219905,124
1561220125,0
1561220365,0
1561220428,0
1561220535,179
1561220667,117
1561220730,0
1561220968,173.399996757507
1561221028,611.999988555908
1561221089,622.199988365173
1561221150,622.199988365173
1561221211,622.199988365173
1561221272,622.199988365173
1561221332,611.999988555908
1561221393,622.199988365173
1561221454,622.199988365173
1561221514,611.999988555908
1561221575,622.199988365173
1561221636,622.199988365173
1561221697,2946.19998836517
1561221758,622.199988365173
1561221819,1282.19998836517
1561221879,1331.99998855591
1561221939,1331.99998855591
1561221999,2259.99998855591
1561222059,2324.99998855591
1561222119,1335.99998855591
1561222179,3205.99998855591
1561222239,6283.99998855591
1561222299,3889.99998855591
1561222360,622.199988365173
1561222421,622.199988365173
1561222482,622.199988365173
1561222543,622.199988365173
1561222604,622.199988365173
1561222665,622.199988365173
1561222726,622.199988365173
1561222787,265.199995040894
1561222946,0
1561223017,1081.5
1561223143,43
1561223248,0
1561223460,192
1561223549,151
1561223621,2
1561223850,0
1561223923,0
1561224151,0
1561224224,0
1561224452,0
1561224525,0
1561224753,0
1561224826,0
1561225054,0
1561225127,0
1561225355,0
1561225428,0
1561225656,0
1561225729,0
1561225957,0
1561226030,0
1561226258,0
1561226331,0
1561226559,0
1561226632,0
1561226860,0
1561226933,0
1561227161,0
1561227234,0
1561227462,0
1561227535,0
1561227763,0
1561227836,0
1561228065,0
1561228137,0
1561228366,0
1561228438,0
1561228667,0
1561228739,0
1561228968,0
1561229040,0
1561229269,0
1561229342,0
1561229570,0
1561229643,0
1561229871,0
1561229944,0
1561230172,0
1561230245,0
1561230473,0
1561230546,183
1561230671,1449
1561230732,124
1561230847,2
1561231075,0
1561231361,0
1561231662,0
1561231963,0
1561232264,0
1561232428,636
1561232599,0
1561232881,0
1561233037,0
1561233201,0
1561233484,0
1561233639,0
1561233803,0
1561234086,0
1561234242,0
1561234405,0
1561234688,0
1561234844,0
1561235007,0
1561235290,0
1561235382,88
1561235591,0
1561235715,0
1561235965,0
1561236193,0
1561236349,0
1561236567,0
1561236795,0
1561236921,0
1561237169,0
1561237397,0
1561237523,0
1561237771,0
1561237999,0
1561238125,0
1561238373,0
1561238602,0
1561238727,0
1561238975,0
1561239204,0
1561239329,0
1561239577,0
1561239806,0
1561239931,0
1561240180,0
1561240408,0
1561240533,0
1561240782,0
1561241010,0
1561241136,0
1561241384,0
1561241612,0
1561241738,0
1561241986,0
1561242214,0
1561242340,0
1561242588,0
1561242816,0
1561242940,4
1561243190,0
1561243491,0
1561243792,0
1561244093,0
1561244394,0
1561244695,0
1561244996,0
1561245297,0
1561245599,0
1561245900,0
1561246201,0
1561246501,0
1561246802,0
1561247103,0
1561247404,0
1561247705,0
1561248006,0
1561248307,0
1561248608,0
1561248909,0
1561249210,0
1561249511,0
1561249812,0
1561250113,0
1561250414,0
1561250768,0
1561251016,0
1561251317,0
1561251618,0
1561251919,0
1561252220,0
1561252521,0
1561252821,0
1561253122,0
1561253422,0
1561253723,0
1561254024,0
1561254325,0
1561254626,0
1561254927,0
1561255228,0
1561255529,0
1561255830,0
1561256131,0
1561256432,0
1561256733,0
1561257035,0
1561257336,0
1561257637,0
1561257938,0
1561258239,0
1561258540,0
1561258841,0
1561259142,0
1561259443,0
1561259744,0
1561260045,0
1561260346,0
1561260647,0
1561260948,0
1561261249,0
1561261550,0
1561261851,0
1561262152,0
1561262454,0
1561262755,0
1561263056,0
1561263357,0
1561263658,0
1561263959,0
1561264260,0
1561264561,0
1561264862,0
1561265163,0
1561265464,0
1561265765,0
1561265883,52
1561266066,77.5
1561266294,0
1561266419,735
1561266595,0
1561266726,1504.5
1561266787,839
1561266848,10
1561266975,488.5
1561267197,0
1561267328,0
1561267610,0
1561267912,0
1561268213,0
1561268396,1548
1561268457,732
1561268518,732
1561268579,732
1561268640,732
1561268701,732
1561268762,444
1561269010,0
1561269156,0
1561269319,0
1561269457,0
1561269620,0
1561269758,0
1561269921,0
1561270059,0
1561270222,0
1561270360,0
1561270523,0
1561270661,0
1561270824,0
1561270962,0
1561271125,0
1561271263,0
1561271426,0
1561271564,0
1561271727,0
1561271865,0
1561272028,0
1561272166,0
1561272330,0
1561272467,0
1561272631,0
1561272768,0
1561272932,0
1561273069,0
1561273233,0
1561273370,0
1561273534,0
1561273672,0
1561273835,0
1561273973,0
1561274136,0
1561274274,0
1561274437,0
1561274575,0
1561274738,0
1561274876,0
1561275039,0
1561275177,0
1561275340,0
1561275478,0
1561275641,0
1561275779,0
1561275942,0
1561276080,0
1561276243,0
1561276381,0
1561276544,0
1561276682,0
1561276845,0
1561276983,0
1561277146,0
1561277284,0
1561277448,0
1561277585,0
1561277749,0
1561277886,0
1561278050,0
1561278187,0
1561278351,0
1561278488,0
1561278652,0
1561278790,0
1561278953,0
1561279091,0
1561279254,0
1561279392,0
1561279555,0
1561279693,0
1561279856,0
1561279994,0
1561280157,0
1561280295,0
1561280458,0
1561280596,0
1561280759,0
1561280897,0
1561281060,0
1561281198,0
1561281361,0
1561281499,0
1561281662,0
1561281800,0
1561281963,0
1561282101,0
1561282264,0
1561282402,0
1561282566,0
1561282703,0
1561282867,0
1561283004,0
1561283168,0
1561283305,0
1561283469,0
1561283606,0
1561283770,0
1561283907,0
1561284071,0
1561284208,0
1561284372,0
1561284510,0
1561284673,0
1561284811,0
1561284974,0
1561285112,0
1561285275,0
1561285413,0
1561285576,0
1561285714,0
1561285877,0
1561286015,0
1561286178,0
1561286316,0
1561286479,0
1561286617,0
1561286780,0
1561286918,0
1561287081,0
1561287219,0
1561287382,0
1561287520,0
1561287684,0
1561287821,0
1561287985,0
1561288122,0
1561288286,0
1561288423,0
1561288587,0
1561288724,0
1561288888,0
1561289025,0
1561289189,0
1561289326,0
1561289490,0
1561289627,0
1561289791,0
1561289928,0
1561290092,0
1561290229,0
1561290393,0
1561290531,0
1561290694,0
1561290832,0
1561290995,0
1561291133,0
1561291296,0
1561291434,0
1561291597,0
1561291735,0
1561291898,0
1561292036,0
1561292199,0
1561292337,0
1561292500,0
1561292638,0
1561292802,0
1561292939,0
1561293103,0
1561293240,0
1561293404,0
1561293541,0
1561293705,0
1561293842,0
1561294006,0
1561294143,0
1561294307,0
1561294444,0
1561294608,0
1561294745,0
1561294909,0
1561295046,0
1561295210,0
1561295346,0
1561295511,0
1561295648,0
1561295812,0
1561295949,0
1561296113,0
1561296250,0
1561296414,0
1561296551,0
1561296715,0
1561296851,0
1561297016,0
1561297152,0
1561297317,0
1561297453,0
1561297619,0
1561297754,0
1561297920,0
1561298055,0
1561298221,0
1561298356,0
1561298522,0
1561298656,0
1561298823,0
1561298957,0
1561299124,0
1561299258,0
1561299425,0
1561299559,0
1561299726,0
1561299860,0
1561300027,0
1561300161,0
1561300328,0
1561300462,0
1561300629,0
1561300763,0
1561300930,0
1561301065,0
1561301231,0
1561301366,0
1561301532,0
1561301667,0
1561301833,0
1561301968,0
1561302134,0
1561302269,0
1561302436,0
1561302570,0
1561302737,0
1561302871,0
1561303037,0
1561303172,0
1561303338,0
1561303473,0
1561303639,0
1561303774,0
1561303940,0
1561304075,0
1561304241,0
1561304376,0
1561304542,0
1561304677,0
1561304843,0
1561304978,0
1561305144,0
1561305279,0
1561305445,0
1561305580,0
1561305746,0
1561305881,0
1561306047,0
1561306182,0
1561306348,0
1561306484,0
1561306648,0
1561306785,0
1561306949,0
1561307086,0
1561307249,0
1561307387,56
1561307551,0
1561307717,0
1561307852,0
1561308018,0
1561308153,0
1561308319,0
1561308454,0
1561308620,0
1561308755,0
1561308920,0
1561309056,0
1561309221,0
1561309357,0
1561309522,0
1561309658,0
1561309823,0
1561309959,0
1561310124,0
1561310260,0
1561310425,0
1561310561,0
1561310726,0
1561310862,0
1561311027,0
1561311163,0
1561311328,0
1561311464,0
1561311629,0
1561311765,0
1561311930,0
1561312066,0
1561312231,0
1561312367,0
1561312533,0
1561312669,0
1561312833,0
1561312970,0
1561313134,0
1561313271,0
1561313435,0
1561313572,0
1561313637,471
1561313865,0
1561314010,0
1561314174,0
1561314311,0
1561314475,0
1561314612,0
1561314776,0
1561314913,0
1561315077,0
1561315214,913
1561315274,6332
1561315334,4673.5
1561315395,2814
1561315456,1505
1561315532,337
1561315777,241.5
1561316088,0
1561316389,0
1561316690,0
1561316992,0
1561317293,0
1561317594,0
1561317895,0
1561318196,0
1561318497,0
1561318798,0
1561319099,0
1561319400,0
1561319701,0
1561320002,0
1561320303,0
1561320604,0
1561320905,0
1561321206,0
1561321507,0
1561321808,0
1561322110,0
1561322411,0
1561322712,0
1561323013,0
1561323314,0
1561323615,0
1561323916,0
1561324217,0
1561324518,0
1561324819,0
1561325120,0
1561325421,0
1561325722,0
1561326023,0
1561326324,0
1561326625,0
1561326926,0
1561327228,0
1561327529,0
1561327830,0
1561328131,0
1561328432,0
1561328733,0
1561329034,0
1561329335,0
1561329636,0
1561329937,0
1561330238,0
1561330539,0
1561330840,0
1561331141,0
1561331442,167
1561331529,6
1561331743,0
1561331928,0
1561332074,0
1561332230,0
1561332375,0
1561332531,0
1561332676,0
1561332832,0
1561332977,0
1561333133,0
1561333278,0
1561333434,0
1561333579,0
1561333735,0
1561333880,0
1561334036,0
1561334181,0
1561334337,0
1561334482,0
1561334638,0
1561334784,0
1561334939,0
1561335085,0
1561335240,0
1561335386,0
1561335541,0
1561335687,0
1561335842,0
1561335988,0
1561336143,0
1561336289,0
1561336445,0
1561336590,0
1561336746,0
1561336891,0
1561337047,0
1561337192,0
1561337348,0
1561337493,0
1561337649,0
1561337794,0
1561337950,0
1561338095,0
1561338251,0
1561338396,0
1561338552,0
1561338697,0
1561338853,0
1561338998,0
1561339154,0
1561339299,0
1561339455,0
1561339600,0
1561339756,0
1561339900,0
1561340057,0
1561340201,0
1561340359,0
1561340503,0
1561340660,0
1561340804,0
1561340961,0
1561341105,0
1561341262,0
1561341406,0
1561341563,0
1561341707,0
1561341864,0
1561342008,0
1561342165,0
1561342309,0
1561342466,0
1561342610,0
1561342767,0
1561342911,0
1561343068,0
1561343212,0
1561343369,0
1561343513,0
1561343670,0
1561343814,0
1561343971,0
1561344115,0
1561344272,0
1561344416,0
1561344573,0
1561344717,0
1561344874,0
1561345018,0
1561345175,0
1561345319,0
1561345477,0
1561345620,0
1561345778,0
1561345922,0
1561346079,0
1561346223,0
1561346379,0
1561346524,0
1561346680,0
1561346825,0
1561346981,0
1561347126,0
1561347282,0
1561347427,0
1561347583,0
1561347728,0
1561347884,0
1561348029,0
1561348185,0
1561348330,0
1561348486,0
1561348631,0
1561348787,0
1561348932,0
1561349088,0
1561349233,0
1561349389,0
1561349534,0
1561349690,0
1561349835,0
1561349991,0
1561350136,0
1561350291,0
1561350437,0
1561350592,0
1561350738,0
1561350894,0
1561351039,0
1561351195,0
1561351340,0
1561351496,0
1561351641,0
1561351797,0
1561351943,0
1561352098,0
1561352244,0
1561352399,0
1561352545,0
1561352700,0
1561352846,0
1561353001,0
1561353147,0
1561353302,0
1561353448,0
1561353603,0
1561353749,0
1561353904,0
1561354050,0
1561354205,0
1561354351,0
1561354506,0
1561354652,0
1561354807,0
1561354953,0
1561355108,0
1561355254,0
1561355409,0
1561355555,0
1561355711,0
1561355802,732
1561355863,1044
1561355924,732
1561355985,2646
1561356045,2524
1561356106,688
1561356315,44.5
1561356463,0
1561356625,192
1561356763,233.5
1561356912,420
1561356975,732
1561357036,732
1561357097,732
1561357158,960
1561357218,1867
1561357278,948
1561357478,1203
1561357543,5024.5
1561357603,6403
1561357664,3216
1561357823,0
1561358012,0
1561358124,0
1561358313,0
1561358592,107
1561358653,10
1561358726,0
1561358957,204.5
1561359027,4
1561359328,0
1561359430,65
1561359491,4
1561359635,0
1561359819,516
1561359880,732
1561359941,732
1561360002,732
1561360063,732
1561360124,732
1561360185,156
1561360421,0
1561360538,0
1561360722,0
1561360839,0
1561361023,0
1561361140,0
1561361324,0
1561361441,0
1561361625,0
1561361742,0
1561361926,0
1561362043,0
1561362227,0
1561362344,0
1561362528,0
1561362645,0
1561362829,0
1561362946,0
1561363130,0
1561363248,0
1561363431,0
1561363549,0
1561363732,0
1561363850,0
1561364034,0
1561364151,0
1561364335,0
1561364452,0
1561364636,0
1561364753,0
1561364937,0
1561365054,0
1561365238,0
1561365355,0
1561365539,0
1561365656,0
1561365840,0
1561365957,0
1561366141,0
1561366258,0
1561366442,0
1561366559,0
1561366743,0
1561366860,0
1561367044,0
1561367161,0
1561367345,0
1561367462,0
1561367646,0
1561367763,0
1561367947,0
1561368064,0
1561368248,0
1561368365,0
1561368549,0
1561368667,0
1561368850,0
1561368968,0
1561369152,0
1561369269,0
1561369453,0
1561369570,0
1561369754,0
1561369871,0
1561370055,0
1561370172,0
1561370356,0
1561370473,0
1561370657,0
1561370774,0
1561370958,0
1561371075,0
1561371259,0
1561371376,0
1561371560,0
1561371677,0
1561371861,0
1561371978,0
1561372162,0
1561372279,0
1561372463,0
1561372580,0
1561372764,0
1561372881,0
1561373065,0
1561373182,0
1561373366,0
1561373483,0
1561373667,0
1561373784,0
1561373968,0
1561374086,0
1561374269,0
1561374387,0
1561374571,0
1561374688,0
1561374872,0
1561374989,0
1561375173,0
1561375290,0
1561375474,0
1561375591,0
1561375775,0
1561375892,0
1561376076,0
1561376193,0
1561376377,0
1561376494,0
1561376678,0
1561376795,0
1561376979,0
1561377096,0
1561377280,0
1561377397,0
1561377581,0
1561377698,0
1561377882,0
1561377999,0
1561378183,0
1561378300,0
1561378484,0
1561378601,0
1561378785,0
1561378902,0
1561379086,0
1561379203,0
1561379387,0
1561379505,0
1561379688,0
1561379806,0
1561379989,0
1561380107,0
1561380290,0
1561380408,0
1561380590,0
1561380709,0
1561380890,0
1561381010,0
1561381305,0
1561381498,0
1561381612,0
1561381800,0
1561381913,0
1561382101,0
1561382214,0
1561382402,0
1561382515,0
1561382703,0
1561382816,0
1561383004,0
1561383117,0
1561383304,0
1561383418,0
1561383605,0
1561383719,0
1561383906,0
1561384020,0
1561384206,0
1561384321,0
1561384507,0
1561384623,0
1561384808,0
1561384924,0
1561385109,0
1561385225,0
1561385409,0
1561385526,0
1561385710,0
1561385827,0
1561386011,0
1561386128,0
1561386312,0
1561386429,0
1561386613,0
1561386730,0
1561386914,0
1561387031,0
1561387216,0
1561387332,0
1561387517,0
1561387633,0
1561387818,0
1561387934,0
1561388119,0
1561388235,0
1561388530,0
1561388721,0
1561388837,0
1561389022,0
1561389138,0
1561389323,0
1561389439,0
1561389624,0
1561389740,0
1561389925,0
1561390042,0
1561390226,0
1561390343,0
1561390527,0
1561390644,0
1561390828,0
1561390945,0
1561391129,0
1561391246,0
1561391430,0
1561391547,0
1561391731,0
1561391848,0
1561392032,0
1561392149,0
1561392334,0
1561392450,0
1561392635,0
1561392751,0
1561392936,0
1561393052,0
1561393237,0
1561393353,0
1561393538,0
1561393654,0
1561393839,0
1561393955,0
1561394140,0
1561394256,0
1561394441,0
1561394557,0
1561394742,0
1561394858,0
1561395043,0
1561395159,0
1561395344,0
1561395461,0
1561395645,0
1561395762,0
1561395946,0
1561396063,0
1561396247,0
1561396364,0
1561396548,0
1561396665,0
1561396849,0
1561396966,0
1561397150,0
1561397267,0
1561397452,0
1561397568,0
1561397753,0
1561397869,0
1561398054,0
1561398170,0
1561398355,0
1561398471,0
1561398656,0
1561398772,0
1561398957,0
1561399073,0
1561399258,0
1561399374,0
1561399559,0
1561399675,0
1561399860,0
1561399976,0
1561400161,0
1561400277,124
1561400356,155
1561400435,1183
1561400707,0
1561400830,264
1561400900,6927.5
1561400960,5825
1561401021,4826
1561401082,11
1561401318,344.5
1561401610,0
1561401911,0
1561402212,0
1561402514,0
1561402815,0
1561403116,0
1561403417,0
1561403718,0
1561404019,0
1561404320,0
1561404621,0
1561404922,0
1561405223,0
1561405524,0
1561405825,0
1561406126,0
1561406427,0
1561406728,0
1561407029,0
1561407330,0
1561407631,0
1561407933,0
1561408234,0
1561408535,0
1561408836,0
1561409137,0
1561409438,0
1561409739,0
1561410040,0
1561410341,0
1561410642,0
1561410943,0
1561411244,0
1561411545,0
1561411846,0
1561412147,0
1561412448,0
1561412749,0
1561413050,0
1561413352,0
1561413653,0
1561413954,0
1561414255,0
1561414556,0
1561414857,0
1561415158,0
1561415459,0
1561415760,0
1561416061,0
1561416362,0
1561416663,0
1561416964,0
1561417265,0
1561417566,0
1561417867,0
1561418168,0
1561418469,0
1561418771,0
1561419072,0
1561419373,0
1561419674,0
1561419975,0
1561420276,0
1561420577,0
1561420877,0
1561421178,0
1561421479,6
1561421540,179.5
1561421818,0
1561421998,168
1561422152,63
1561422392,0
1561422454,19
1561422607,1854
1561422672,715
1561422748,6
1561422814,0
1561423055,0
1561423115,0
1561423356,0
1561423416,0
1561423657,0
1561423717,0
1561423958,0
1561424018,0
1561424259,0
1561424319,0
1561424424,6
1561424724,0
1561425025,0
1561425326,0
1561425503,910.5
1561425628,0
1561425835,0
1561425929,0
1561426136,0
1561426230,0
1561426437,0
1561426531,0
1561426738,0
1561426832,0
1561427039,0
1561427133,0
1561427340,0
1561427434,0
1561427641,0
1561427735,0
1561427942,0
1561428037,0
1561428243,0
1561428338,0
1561428544,0
1561428639,0
1561428845,0
1561428940,0
1561429146,0
1561429241,0
1561429447,0
1561429542,0
1561429748,0
1561429843,0
1561430049,0
1561430144,0
1561430350,0
1561430445,0
1561430651,0
1561430746,0
1561430953,0
1561431047,0
1561431254,0
1561431348,0
1561431555,0
1561431649,0
1561431856,0
1561431950,0
